,loss,dice_coef,val_loss,val_dice_coef,epoch_time
0,0.4412044584751129,0.7764648199081421,0.2779718041419983,0.8598862886428833,1133.9366195999999
1,0.1514795571565628,0.9234461188316345,0.09028542041778564,0.9542420506477356,1103.5505795
2,0.059613343328237534,0.9698352217674255,0.02344464510679245,0.9881293773651123,1114.3189281999998
3,0.025562888011336327,0.9870626330375671,0.01356916967779398,0.9931195378303528,1100.2578323999996
4,0.01287715695798397,0.9934785962104797,0.007069114129990339,0.9964166283607483,1101.1334528000007
5,0.00794457457959652,0.9959717988967896,0.004844434559345245,0.9975423812866211,1105.7585729000002
6,0.005617137067019939,0.9971486926078796,0.0037802334409207106,0.9980807900428772,1092.1428286999999
7,0.004443985875695944,0.9977418184280396,0.003120212350040674,0.9984146952629089,1094.2453643999997
8,0.003675327869132161,0.998130738735199,0.0028528342954814434,0.9985477924346924,1102.7115787000002
9,0.0031977163162082434,0.998372495174408,0.0022686177399009466,0.998846173286438,1099.8589809999994
